file_name,image_name,extension,climate_variable,indicator,measure,statistic,temporal_scale,plot_type,quick_access_title,ACR_common_figure,common_figure,slide_sort,slide_title,slide_subheading
OverHighQ-Annual-box.png,OverHighQ-Annual-box,png,Temperature,Tmax-95th,Days,Avg,Ann,Box,Temperature_Tmax-95th_Days_Avg_Ann_Box,No,No,11,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures above the historical 95th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverHighQ-Annual-timeseries.png,OverHighQ-Annual-timeseries,png,Temperature,Tmax-95th,Days,Variability,Ann,TS,Temperature_Tmax-95th_Days_Variability_Ann_TS,No,No,12,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures above the historical 95th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Tmax99-Annual-bar.png,Tmax99-Annual-bar,png,Temperature,Tmax-99th,Days,Avg,Ann,Bar,Temperature_Tmax-99th_Days_Avg_Ann_Bar,Yes,Yes,13,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures above the historical 99th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Tmax99-Annual-box.png,Tmax99-Annual-box,png,Temperature,Tmax-99th,Days,Avg,Ann,Box,Temperature_Tmax-99th_Days_Avg_Ann_Box,No,No,14,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures above the historical 99th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Tmax99-Annual-timeseries.png,Tmax99-Annual-timeseries,png,Temperature,Tmax-99th,Days,Variability,Ann,TS,Temperature_Tmax-99th_Days_Variability_Ann_TS,No,No,15,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures above the historical 99th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverTmax99-HI.Dan-Panel.jpg,OverTmax99-HI.Dan-Panel,jpg,Temperature,Tmax-99th.HI,Days,Avg,Ann,Bar,Temperature_Tmax-99th.HI_Days_Avg_Ann_Bar,No,No,16,"LEAD TO FILL IN (e.g., High temperatures and dangerous heat index days increase in both climate futures)","Add any relevant context or delete text box, then resize figure"
TmaxFDelta-Monthly-line.png,TmaxFDelta-Monthly-line,png,Temperature,Tmax,deg,Delta,Mon,Line,Temperature_Tmax_deg_Delta_Mon_Line,Yes,Yes,17,"LEAD TO FILL IN (e.g., Maximum annual temperature increases across all months in both climate futures)","Add any relevant context or delete text box, then resize figure"
TminFDelta-Monthly-line.png,TminFDelta-Monthly-line,png,Temperature,Tmin,deg,Delta,Mon,Line,Temperature_Tmin_deg_Delta_Mon_Line,Yes,Yes,18,"LEAD TO FILL IN (e.g., Minimum annual temperature increases across all months in both climate futures)","Add any relevant context or delete text box, then resize figure"
UnderColdTemp-Annual-bar.png,UnderColdTemp-Annual-bar,png,Temperature,Tmin-32deg,deg,Avg,Ann,Bar,Temperature_Tmin-32deg_deg_Avg_Ann_Bar,No,No,19,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures below freezing (<32°F) decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
UnderColdTemp-Annual-box.png,UnderColdTemp-Annual-box,png,Temperature,Tmin-32deg,deg,Avg,Ann,Box,Temperature_Tmin-32deg_deg_Avg_Ann_Box,No,No,20,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures below freezing (<32°F) decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
UnderColdTemp-Annual-timeseries.png,UnderColdTemp-Annual-timeseries,png,Temperature,Tmin-32deg,deg,Variability,Ann,TS,Temperature_Tmin-32deg_deg_Variability_Ann_TS,No,No,21,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures below freezing (<32°F) decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
UnderLowQ-Annual-bar.png,UnderLowQ-Annual-bar,png,Temperature,Tmin-5th,Days,Avg,Ann,Bar,Temperature_Tmin-5th_Days_Avg_Ann_Bar,No,No,22,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures below the historical 5th percentile decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
UnderLowQ-Annual-box.png,UnderLowQ-Annual-box,png,Temperature,Tmin-5th,Days,Avg,Ann,Box,Temperature_Tmin-5th_Days_Avg_Ann_Box,No,No,23,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures below the historical 5th percentile decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
UnderLowQ-Annual-timeseries.png,UnderLowQ-Annual-timeseries,png,Temperature,Tmin-5th,Days,Variability,Ann,TS,Temperature_Tmin-5th_Days_Variability_Ann_TS,No,No,24,"LEAD TO FILL IN (e.g., Average number of days per year with temperatures below the historical 5th percentile decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
TminF-TmaxF-Panel.png,TminF-TmaxF-Panel,png,Temperature,Tmin.Tmax,deg,Delta,Mon,Dot,Temperature_Tmin.Tmax_deg_Delta_Mon_Dot,No,No,25,"LEAD TO FILL IN (e.g., Maximum and minimum annual temperature increases across all months in both climate futures)","Add any relevant context or delete text box, then resize figure"
HI.Dan-Annual-bar.png,HI.Dan-Annual-bar,png,Temperature,HeatIndex,Days,Avg,Ann,Bar,Temperature_HeatIndex_Days_Avg_Ann_Bar,Yes,Yes,26,"LEAD TO FILL IN (e.g., Average annual dangerous heat index days increase in both climate futures)","Add any relevant context or delete text box, then resize figure"
HI.Dan-Annual-box.png,HI.Dan-Annual-box,png,Temperature,HeatIndex,Days,Avg,Ann,Box,Temperature_HeatIndex_Days_Avg_Ann_Box,No,No,27,"LEAD TO FILL IN (e.g., Average annual dangerous heat index days increase in both climate futures)","Add any relevant context or delete text box, then resize figure"
HI.Dan-Annual-timeseries.png,HI.Dan-Annual-timeseries,png,Temperature,HeatIndex,Days,Variability,Ann,TS,Temperature_HeatIndex_Days_Variability_Ann_TS,No,No,28,"LEAD TO FILL IN (e.g., Average annual dangerous heat index days increase in both climate futures)","Add any relevant context or delete text box, then resize figure"
BegGrow-Annual-bar.png,BegGrow-Annual-bar,png,Temperature,Greenup,DOY,Avg,Ann,Bar,Temperature_Greenup_DOY_Avg_Ann_Bar,Yes,No,29,"LEAD TO FILL IN (e.g., The average annual green-up date is sooner in both climate futures)","Add any relevant context or delete text box, then resize figure"
BegGrow-Annual-box.png,BegGrow-Annual-box,png,Temperature,Greenup,DOY,Avg,Ann,Box,Temperature_Greenup_DOY_Avg_Ann_Box,No,No,30,"LEAD TO FILL IN (e.g., The average annual green-up date is sooner in both climate futures)","Add any relevant context or delete text box, then resize figure"
BegGrow-Annual-timeseries.png,BegGrow-Annual-timeseries,png,Temperature,Greenup,DOY,Variability,Ann,TS,Temperature_Greenup_DOY_Variability_Ann_TS,No,No,31,"LEAD TO FILL IN (e.g., The average annual green-up date is sooner in both climate futures)","Add any relevant context or delete text box, then resize figure"
TavgFOver41-Annual-bar.png,TavgFOver41-Annual-bar,png,Temperature,Grow-41deg,Days,Avg,Ann,Bar,Temperature_Grow-41deg_Days_Avg_Ann_Bar,No,No,32,"LEAD TO FILL IN (e.g., Average number of days per year where the temperature gets above 41°F increases in both climate futures)",41°F is often associated with the start of the growing season
TavgFOver41-Annual-box.png,TavgFOver41-Annual-box,png,Temperature,Grow-41deg,Days,Avg,Ann,Box,Temperature_Grow-41deg_Days_Avg_Ann_Box,No,No,33,"LEAD TO FILL IN (e.g., Average number of days per year where the temperature gets above 41°F increases in both climate futures)",41°F is often associated with the start of the growing season
TavgFOver41-Annual-timeseries.png,TavgFOver41-Annual-timeseries,png,Temperature,Grow-41deg,Days,Variability,Ann,TS,Temperature_Grow-41deg_Days_Variability_Ann_TS,No,No,34,"LEAD TO FILL IN (e.g., Average number of days per year where the temperature gets above 41°F increases in both climate futures)",41°F is often associated with the start of the growing season
GrowLen-Annual-bar.png,GrowLen-Annual-bar,png,Temperature,GrowLen,Days,Avg,Ann,Bar,Temperature_GrowLen_Days_Avg_Ann_Bar,Yes,Yes,35,"LEAD TO FILL IN (e.g., Average annual growing season length increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
GrowLen-Annual-box.png,GrowLen-Annual-box,png,Temperature,GrowLen,Days,Avg,Ann,Box,Temperature_GrowLen_Days_Avg_Ann_Box,No,No,36,"LEAD TO FILL IN (e.g., Average annual growing season length increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
GrowLen-Annual-timeseries.png,GrowLen-Annual-timeseries,png,Temperature,GrowLen,Days,Variability,Ann,TS,Temperature_GrowLen_Days_Variability_Ann_TS,No,No,37,"LEAD TO FILL IN (e.g., Average annual growing season length increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
FThaw-Annual-bar.png,FThaw-Annual-bar,png,Temperature,FreezeThaw,Cycles,Avg,Ann,Bar,Temperature_FreezeThaw_Cycles_Avg_Ann_Bar,Yes,No,38,"LEAD TO FILL IN (e.g., Average annual freeze-thaw cycles increase in the warm wet climate future and decrease in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
FThaw-Annual-box.png,FThaw-Annual-box,png,Temperature,FreezeThaw,Cycles,Avg,Ann,Box,Temperature_FreezeThaw_Cycles_Avg_Ann_Box,No,No,39,"LEAD TO FILL IN (e.g., Average annual freeze-thaw cycles increase in the warm wet climate future and decrease in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
FThaw-Annual-timeseries.png,FThaw-Annual-timeseries,png,Temperature,FreezeThaw,Cycles,Variability,Ann,TS,Temperature_FreezeThaw_Cycles_Variability_Ann_TS,No,No,40,"LEAD TO FILL IN (e.g., Average annual freeze-thaw cycles increase in the warm wet climate future and decrease in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
Sp.Frost-Annual-bar.png,Sp.Frost-Annual-bar,png,Temperature,Frost,Days,Avg,Ann,Bar,Temperature_Frost_Days_Avg_Ann_Bar,Yes,Yes,41,"LEAD TO FILL IN (e.g., Average number of spring frost days per year decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Sp.Frost-Annual-box.png,Sp.Frost-Annual-box,png,Temperature,Frost,Days,Avg,Ann,Box,Temperature_Frost_Days_Avg_Ann_Box,No,No,42,"LEAD TO FILL IN (e.g., Average number of spring frost days per year decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Sp.Frost-Annual-timeseries.png,Sp.Frost-Annual-timeseries,png,Temperature,Frost,Days,Variability,Ann,TS,Temperature_Frost_Days_Variability_Ann_TS,No,No,43,"LEAD TO FILL IN (e.g., Average number of spring frost days per year decreases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpIn-Timeseries.png,PrcpIn-Timeseries,png,Precipitation,Avg,in,Variability,Ann,TS-century,Precipitation_Avg_in_Variability_Ann_TS-century,Yes,Yes,44,"LEAD TO FILL IN (e.g., Average annual precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpIn-Annual-bar.png,PrcpIn-Annual-bar,png,Precipitation,Avg,in,Avg,Ann,Bar,Precipitation_Avg_in_Avg_Ann_Bar,No,No,45,"LEAD TO FILL IN (e.g., Average annual precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpIn-Annual-box.png,PrcpIn-Annual-box,png,Precipitation,Avg,in,Avg,Ann,Box,Precipitation_Avg_in_Avg_Ann_Box,No,No,46,"LEAD TO FILL IN (e.g., Average annual precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpIn-Annual-timeseries.png,PrcpIn-Annual-timeseries,png,Precipitation,Avg,in,Variability,Ann,TS,Precipitation_Avg_in_Variability_Ann_TS,No,No,47,"LEAD TO FILL IN (e.g., Average annual precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpInDelta-Monthly-bar.png,PrcpInDelta-Monthly-bar,png,Precipitation,Avg,in,Delta,Mon,Bar,Precipitation_Avg_in_Delta_Mon_Bar,Yes,Yes,48,"LEAD TO FILL IN (e.g., Average monthly precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpInDelta-Seasonal-bar.png,PrcpInDelta-Seasonal-bar,png,Precipitation,Avg,in,Delta,Seas,Bar,Precipitation_Avg_in_Delta_Seas_Bar,Yes,No,49,"LEAD TO FILL IN (e.g., Average seasonal precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpPctDelta-Monthly-bar.png,PrcpPctDelta-Monthly-bar,png,Precipitation,Avg,Pct,Delta,Mon,Bar,Precipitation_Avg_Pct_Delta_Mon_Bar,Yes,No,50,"LEAD TO FILL IN (e.g., Percent monthly precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrcpPctDelta-Seasonal-bar.png,PrcpPctDelta-Seasonal-bar,png,Precipitation,Avg,Pct,Delta,Seas,Bar,Precipitation_Avg_Pct_Delta_Seas_Bar,No,No,51,"LEAD TO FILL IN (e.g., Percent seasonal precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrecipOver1-Annual-bar.png,PrecipOver1-Annual-bar,png,Precipitation,Heavy-1in,Days,Avg,Ann,Bar,Precipitation_Heavy-1in_Days_Avg_Ann_Bar,No,No,52,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation greater than 1 inch increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrecipOver1-Annual-box.png,PrecipOver1-Annual-box,png,Precipitation,Heavy-1in,Days,Avg,Ann,Box,Precipitation_Heavy-1in_Days_Avg_Ann_Box,No,No,53,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation greater than 1 inch increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrecipOver1-Annual-timeseries.png,PrecipOver1-Annual-timeseries,png,Precipitation,Heavy-1in,Days,Variability,Ann,TS,Precipitation_Heavy-1in_Days_Variability_Ann_TS,No,No,54,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation greater than 1 inch increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrecipOver2-Annual-bar.png,PrecipOver2-Annual-bar,png,Precipitation,Heavy-2in,Days,Avg,Ann,Bar,Precipitation_Heavy-2in_Days_Avg_Ann_Bar,No,No,55,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation greater than 2 inches increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrecipOver2-Annual-box.png,PrecipOver2-Annual-box,png,Precipitation,Heavy-2in,Days,Avg,Ann,Box,Precipitation_Heavy-2in_Days_Avg_Ann_Box,No,No,56,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation greater than 2 inches increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
PrecipOver2-Annual-timeseries.png,PrecipOver2-Annual-timeseries,png,Precipitation,Heavy-2in,Days,Variability,Ann,TS,Precipitation_Heavy-2in_Days_Variability_Ann_TS,No,No,57,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation greater than 2 inches increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverPrecip95-Annual-bar.png,OverPrecip95-Annual-bar,png,Precipitation,Heavy-95th,Days,Avg,Ann,Bar,Precipitation_Heavy-95th_Days_Avg_Ann_Bar,No,No,58,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation above the historical 95th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverPrecip95-Annual-box.png,OverPrecip95-Annual-box,png,Precipitation,Heavy-95th,Days,Avg,Ann,Box,Precipitation_Heavy-95th_Days_Avg_Ann_Box,No,No,59,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation above the historical 95th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverPrecip95-Annual-timeseries.png,OverPrecip95-Annual-timeseries,png,Precipitation,Heavy-95th,Days,Variability,Ann,TS,Precipitation_Heavy-95th_Days_Variability_Ann_TS,No,No,60,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation above the historical 95th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverPrecip99-Annual-bar.png,OverPrecip99-Annual-bar,png,Precipitation,Heavy-99th,Days,Avg,Ann,Bar,Precipitation_Heavy-99th_Days_Avg_Ann_Bar,Yes,No,61,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation above the historical 99th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverPrecip99-Annual-box.png,OverPrecip99-Annual-box,png,Precipitation,Heavy-99th,Days,Avg,Ann,Box,Precipitation_Heavy-99th_Days_Avg_Ann_Box,No,No,62,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation above the historical 99th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
OverPrecip99-Annual-timeseries.png,OverPrecip99-Annual-timeseries,png,Precipitation,Heavy-99th,Days,Variability,Ann,TS,Precipitation_Heavy-99th_Days_Variability_Ann_TS,No,No,63,"LEAD TO FILL IN (e.g., Average number of days per year with precipitation above the historical 99th percentile increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
50yr-PrecipEvent-bar.png,50yr-PrecipEvent-bar,png,Precipitation,Extreme-50yr,in,Avg,Ann,Bar,Precipitation_Extreme-50yr_in_Avg_Ann_Bar,Yes,No,64,"LEAD TO FILL IN (e.g., 50-yr extreme precipitation events increase in both climate futures)","Add any relevant context or delete text box, then resize figure"
Precip-Return-Event-curve.png,Precip-Return-Event-curve,png,Precipitation,Return,in,Quantile,Day,Line,Precipitation_Return_in_Quantile_Day_Line,No,No,65,"LEAD TO FILL IN (e.g., Extreme 24-hour precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Precip-Return-Event-curve-prcp-lines.png,Precip-Return-Event-curve-prcp-lines,png,Precipitation,Return-2in,in,Quantile,Day,Line,Precipitation_Return-2in_in_Quantile_Day_Line,No,No,66,"LEAD TO FILL IN (e.g., Extreme 24-hour precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Precip-Return-Event-curve-50yr-lines.png,Precip-Return-Event-curve-50yr-lines,png,Precipitation,Return-50yr,in,Quantile,Day,Line,Precipitation_Return-50yr_in_Quantile_Day_Line,No,No,67,"LEAD TO FILL IN (e.g., Extreme 24-hour precipitation increases in both climate futures)","Add any relevant context or delete text box, then resize figure"
Recurrenceinterval-OverPrecip99-Panel.png,Recurrenceinterval-OverPrecip99-Panel,png,Precipitation,Return.99th,in.Days,Quantile.Avg,Day.Ann,Line.Bar,Precipitation_Return.99th_in.Days_Quantile.Avg_Day.Ann_Line.Bar,No,No,68,"LEAD TO FILL IN (e.g., Extreme precipitation events become more intense and frequent in both climate futures)","Add any relevant context or delete text box, then resize figure"
TavgF_D.in-Timeseries.png,TavgF_D.in-Timeseries,png,Water Balance,Tavg.CWD,deg.in,Variability,Ann,TS-century,Water Balance_Tavg.CWD_deg.in_Variability_Ann_TS-century,No,Yes,69,"LEAD TO FILL IN (e.g., Average annual temperatures and likelihood of drought increases in both climate futures)",Climatic water deficit (CWD) is the gap between how much water the environment needs and how much is actually available
TavgF_Runoff.in-Timeseries.png,TavgF_Runoff.in-Timeseries,png,Water Balance,Tavg.Runoff,deg.in,Variability,Ann,TS-century,Water Balance_Tavg.Runoff_deg.in_Variability_Ann_TS-century,No,No,70,"LEAD TO FILL IN (e.g., Average annual temperatures increases and water runoff decreases in both climate futures)","Runoff is the water that flows over the land into streams, rivers, and lakes after the ground can’t absorb any more"
TavgF_SWEaccum.in-Timeseries.png,TavgF_SWEaccum.in-Timeseries,png,Water Balance,Tavg.SWE,deg.in,Variability,Ann,TS-century,Water Balance_Tavg.SWE_deg.in_Variability_Ann_TS-century,No,No,71,"LEAD TO FILL IN (e.g., Average annual temperatures increases and snowpack decreases in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
sum_aet.in-Monthly-line.png,sum_aet.in-Monthly-line,png,Water Balance,AET,in,Delta,Mon,Line,Water Balance_AET_in_Delta_Mon_Line,Yes,No,72,"LEAD TO FILL IN (e.g., Actual evapotranspiration increases in both climate futures, especially hot dry in the spring)",Actual evapotranspiration (AET) is the amount of water that leaves plants and the land to go back into the air
AET.in-spaghetti.jpg,AET.in-spaghetti,jpg,Water Balance,AET,DOY,Raw,Day,Line,Water Balance_AET_DOY_Raw_Day_Line,No,No,73,"LEAD TO FILL IN (e.g., Daily actual evapotranspiration remains consistent in both climate futures)",Actual evapotranspiration (AET) is the amount of water that leaves plants and the land to go back into the air
D.in-Timeseries.png,D.in-Timeseries,png,Water Balance,CWD,in,Variability,Ann,TS-century,Water Balance_CWD_in_Variability_Ann_TS-century,Yes,Yes,74,"LEAD TO FILL IN (e.g., Annual average climatic water deficit increases in both climate futures)",Climatic water deficit (CWD) is the gap between how much water the environment needs and how much is actually available
sum_d.in-Monthly-line.png,sum_d.in-Monthly-line,png,Water Balance,CWD,in,Delta,Mon,Line,Water Balance_CWD_in_Delta_Mon_Line,Yes,No,75,"LEAD TO FILL IN (e.g., Water deficit increases in the hot dry climate future)",Climatic water deficit (CWD) is the gap between how much water the environment needs and how much is actually available
sum_d.in-Density.png,sum_d.in-Density,png,Water Balance,CWD,Density,Avg,Ann,Area,Water Balance_CWD_Density_Avg_Ann_Area,Yes,Yes,76,"LEAD TO FILL IN (e.g., Water deficit increases in the hot dry climate future)",Climatic water deficit (CWD) is the gap between how much water the environment needs and how much is actually available
Panel-D.in-WaterBalance.png,Panel-D.in-WaterBalance,png,Water Balance,CWD.AET,in,Var.Raw,Ann,TS-century.Dot,Water Balance_CWD.AET_in_Var.Raw_Ann_TS-century.Dot,No,No,77,"LEAD TO FILL IN (e.g., Water stress (and fire and drought risk) increases in both climate futures)",Water balance is the relationship between how much water comes into an ecosystem and how much leaves it; climatic water deficit (CWD) is the gap between how much water the environment needs and how much is actually available
WaterBalance.png,WaterBalance,png,Water Balance,CWD.AET,in,Raw,Ann,Dot,Water Balance_CWD.AET_in_Raw_Ann_Dot,No,No,78,"LEAD TO FILL IN (e.g., Significant water limitations in the hot dry climate future)",Water balance is the relationship between how much water comes into an ecosystem and how much leaves it
Panel-D.in-VPD.png,Panel-D.in-VPD,png,Water Balance,CWD.VPD,in.kPa,Var.Delta,Ann.Mon,TS-century.Bar,Water Balance_CWD.VPD_in.kPa_Var.Delta_Ann.Mon_TS-century.Bar,No,No,79,"LEAD TO FILL IN (e.g., Water stress (and fire and drought risk) increases in both climate futures)","Water balance is the relationship between how much water comes into an ecosystem and how much leaves it; vapor pressure deficit (VPD) is a measure of how ""thirsty"" the air is for moisture"
WaterBalance_Monthly_Vertical.jpg,WaterBalance_Monthly_Vertical,jpg,Water Balance,Ppt.PET.AET,in,Avg,Mon,Area.Horz,Water Balance_Ppt.PET.AET_in_Avg_Mon_Area.Horz,No,No,80,"LEAD TO FILL IN (e.g., Water deficits in the summer in both climate futures, with more significance under hot dry)",Water balance is the relationship between how much water comes into an ecosystem and how much leaves it
WaterBalance_Monthly_Horizontal.jpg,WaterBalance_Monthly_Horizontal,jpg,Water Balance,Ppt.PET.AET,in,Avg,Mon,Area.Vert,Water Balance_Ppt.PET.AET_in_Avg_Mon_Area.Vert,Yes,No,81,"LEAD TO FILL IN (e.g., Water deficits in the summer in both climate futures, with more significance under hot dry)",Water balance is the relationship between how much water comes into an ecosystem and how much leaves it
Runoff.in-Timeseries.png,Runoff.in-Timeseries,png,Water Balance,Runoff,in,Variability,Ann,TS-century,Water Balance_Runoff_in_Variability_Ann_TS-century,Yes,No,82,"LEAD TO FILL IN (e.g., Water surplus / runoff decreases in the hot dry climate future)","Runoff is the water that flows over the land into streams, rivers, and lakes after the ground can’t absorb any more"
sum_runoff.in-Monthly-line.png,sum_runoff.in-Monthly-line,png,Water Balance,Runoff,in,Delta,Mon,Line,Water Balance_Runoff_in_Delta_Mon_Line,No,No,83,"LEAD TO FILL IN (e.g., Spring runoff decreases in both climate futures)","Runoff is the water that flows over the land into streams, rivers, and lakes after the ground can’t absorb any more"
Runoff.in-spaghetti.jpg,Runoff.in-spaghetti,jpg,Water Balance,Runoff,DOY,Raw,Day,Line,Water Balance_Runoff_DOY_Raw_Day_Line,Yes,No,84,"LEAD TO FILL IN (e.g., Water surplus / runoff decreases in the hot dry climate future)","Runoff is the water that flows over the land into streams, rivers, and lakes after the ground can’t absorb any more"
Recurrenceinterval-Runoff.in-Panel.png,Recurrenceinterval-Runoff.in-Panel,png,Water Balance,Return.RO ,in,Quantile.Var,Day.Ann,Line.TS-century,Water Balance_Return.RO _in_Quantile.Var_Day.Ann_Line.TS-century,No,No,85,"LEAD TO FILL IN (e.g., Extreme precipitation increases in both climate futures but runoff decreases in hot dry)","Add any relevant context or delete text box, then resize figure"
